# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov  2 16:07:55 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
#
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim
780,K2-72,e,4,24.16690000,0.00570000,-0.00570000,0,,,,,0.073,0.020,-0.020,0
781,K2-73,b,1,7.49543000,0.00059000,-0.00059000,0,,,,,0.219,0.019,-0.019,0
782,K2-74,b,1,19.56660000,0.00330000,-0.00330000,0,,,,,0.206,0.017,-0.017,0
783,K2-75,b,2,7.81420000,0.00210000,-0.00210000,0,,,,,0.238,0.029,-0.029,0
784,K2-75,c,2,18.31100000,0.01400000,-0.01400000,0,,,,,0.247,0.034,-0.034,0
785,K2-76,b,1,23.97260000,0.00110000,-0.00110000,0,,,,,0.990,0.098,-0.098,0
786,K2-77,b,1,8.19979600,0.00068300,-0.00071900,0,1.90000,,,1,0.205,0.014,-0.014,0
787,K2-78,b,1,2.29016000,0.00027000,-0.00027000,0,,,,,0.127,0.020,-0.020,0
788,K2-79,b,1,10.99573000,0.00070000,-0.00070000,0,,,,,0.329,0.035,-0.035,0
789,K2-8,b,2,10.35239000,0.00086000,-0.00086000,0,,,,,0.319,0.063,-0.063,0
790,K2-8,c,2,5.06416000,0.00041000,-0.00041000,0,,,,,0.215,0.029,-0.029,0
791,K2-80,b,2,19.09180000,0.00640000,-0.00640000,0,,,,,0.179,0.027,-0.027,0
792,K2-80,c,2,5.60500000,0.00110000,-0.00110000,0,,,,,0.131,0.021,-0.021,0
793,K2-81,b,1,6.10224000,0.00054000,-0.00054000,0,,,,,0.162,0.022,-0.022,0
794,K2-82,b,1,7.19583400,0.00009500,-0.00009500,0,,,,,0.232,0.107,-0.107,0
795,K2-83,b,2,2.74697000,0.00018000,-0.00018000,0,,,,,0.111,0.009,-0.009,0
796,K2-83,c,2,9.99767000,0.00081000,-0.00081000,0,,,,,0.132,0.009,-0.009,0
797,K2-84,b,2,6.42150000,0.00056000,-0.00056000,0,,,,,0.215,0.031,-0.031,0
798,K2-84,c,2,27.86000000,0.00520000,-0.00520000,0,,,,,0.181,0.029,-0.029,0
799,K2-85,b,1,0.68453300,0.00001800,-0.00001800,0,,,,,0.090,0.011,-0.011,0
800,K2-86,b,1,8.77683000,0.00098000,-0.00098000,0,,,,,0.175,0.024,-0.024,0
801,K2-87,b,1,9.72739000,0.00087000,-0.00087000,0,,,,,0.410,0.134,-0.134,0
802,K2-88,b,1,4.61220000,0.00018000,-0.00018000,0,,,,,0.110,0.022,-0.022,0
803,K2-89,b,1,1.09602600,0.00006500,-0.00006500,0,,,,,0.055,0.007,-0.007,0
804,K2-9,b,1,18.44980000,0.00150000,-0.00150000,0,,,,,0.201,0.047,-0.086,0
805,K2-90,b,2,13.73110000,0.00140000,-0.00140000,0,,,,,0.182,0.029,-0.029,0
806,K2-90,c,2,2.90032000,0.00038000,-0.00038000,0,,,,,0.091,0.016,-0.016,0
807,K2-91,b,1,1.41954900,0.00007100,-0.00007100,0,,,,,0.098,0.016,-0.016,0
808,K2-92,b,1,0.70181800,0.00007100,-0.00007100,0,,,,,0.228,0.027,-0.027,0
809,K2-95,b,1,10.13389000,0.00068000,-0.00077000,0,0.03458,0.00859,-0.00859,0,0.310,0.070,-0.047,0
810,K2-99,b,1,18.24900000,0.00100000,-0.00100000,0,0.97000,0.09000,-0.09000,0,1.290,0.050,-0.050,0
811,KELT-1,b,1,1.21751400,0.00001500,-0.00001500,0,27.23000,0.50000,-0.48000,0,1.110,0.032,-0.022,0
812,KELT-10,b,1,4.16627390,0.00000630,-0.00000630,0,0.67900,0.03900,-0.03800,0,1.399,0.069,-0.049,0
813,KELT-14,b,1,1.71005660,0.00000320,-0.00000260,0,1.28400,0.03200,-0.03200,0,1.743,0.047,-0.047,0
814,KELT-15,b,1,3.32944100,0.00001600,-0.00001600,0,0.91000,0.21000,-0.22000,0,1.443,0.110,-0.057,0
815,KELT-17,b,1,3.08017160,0.00000530,-0.00000520,0,1.31000,0.28000,-0.29000,0,1.525,0.065,-0.060,0
816,KELT-2 A,b,1,4.11379120,0.00001000,-0.00000990,0,1.52200,0.07800,-0.07700,0,1.286,0.065,-0.047,0
817,KELT-3,b,1,2.70339040,0.00000990,-0.00001000,0,1.47700,0.06600,-0.06400,0,1.345,0.072,-0.072,0
818,KELT-4 A,b,1,2.98959320,0.00000490,-0.00000490,0,0.90200,0.06000,-0.05900,0,1.699,0.046,-0.045,0
819,KELT-6,b,2,7.84558210,0.00000700,-0.00000700,0,0.44200,0.01900,-0.01900,0,1.180,0.110,-0.110,0
820,KELT-6,c,2,1276.00000000,81.00000000,-67.00000000,0,3.71000,0.21000,-0.21000,0,,,,
821,KELT-7,b,1,2.73477490,0.00000390,-0.00000390,0,1.28000,0.18000,-0.18000,0,1.533,0.046,-0.047,0
822,KELT-8,b,1,3.24406000,0.00016000,-0.00016000,0,0.86700,0.06500,-0.06100,0,1.860,0.180,-0.160,0
823,KIC 10001893,b,3,0.21970000,,,0,,,,,,,,
824,KIC 10001893,c,3,0.32528000,,,0,,,,,,,,
825,KIC 10001893,d,3,0.81161000,,,0,,,,,,,,
826,KIC 10525077,b,1,854.08300000,0.01628000,-0.01697000,0,,,,,0.491,0.080,-0.071,0
827,KIC 3558849,b,1,1322.30000000,386.10000000,-11.20000000,0,,,,,0.616,0.089,-0.080,0
828,KIC 5437945,b,2,440.78130000,0.00563000,-0.00577000,0,,,,,0.571,0.143,-0.143,0
829,KIC 5951458,b,1,1320.10000000,12401.80000000,-152.50000000,0,,,,,0.589,2.346,-0.375,0
830,KIC 7917485,b,1,840.00000000,22.00000000,-20.00000000,0,11.80000,0.80000,-0.60000,0,,,,
831,KIC 8540376,b,2,31.80990000,0.00919000,-0.00933000,0,,,,,0.366,0.196,-0.170,0
832,KIC 8540376,c,2,75.20000000,38.90000000,-1.10000000,0,,,,,0.214,0.170,-0.125,0
833,KIC 9663113,b,1,572.38470000,0.00583000,-0.00567000,0,,,,,0.410,0.054,-0.062,0
834,KOI-12,b,1,17.85523330,0.00000090,-0.00000090,0,10.00000,,,1,1.430,0.130,-0.130,0
835,KOI-13,b,1,1.76358800,0.00000100,-0.00000100,0,9.28000,0.16000,-0.16000,0,1.512,0.035,-0.035,0
836,KOI-142,b,2,10.95416000,0.00011000,-0.00013000,0,0.02700,0.00800,-0.00800,0,0.337,0.035,-0.032,0
837,KOI-142,c,2,22.33950000,0.00190000,-0.00170000,0,0.62600,0.02900,-0.03300,0,,,,
838,KOI-217,b,1,3.90512000,0.00005000,-0.00005000,0,,,,,1.110,0.020,-0.020,0
839,KOI-351,b,7,7.00815100,0.00001900,-0.00001900,0,,,,,0.117,0.015,-0.015,0
840,KOI-351,c,7,8.71937500,0.00002700,-0.00002700,0,,,,,0.106,0.012,-0.012,0
841,KOI-351,d,7,59.73667000,0.00038000,-0.00038000,0,,,,,0.256,0.027,-0.027,0
842,KOI-351,e,7,91.93913000,0.00073000,-0.00073000,0,,,,,0.237,0.026,-0.026,0
843,KOI-351,f,7,124.91440000,0.00190000,-0.00190000,0,,,,,0.257,0.046,-0.046,0
844,KOI-351,g,7,210.60697000,0.00043000,-0.00043000,,,,,,0.723,0.071,-0.071,0
845,KOI-351,h,7,331.60059000,0.00037000,-0.00037000,0,,,,,1.008,0.089,-0.089,0
846,KOI-55,b,2,0.24010400,0.00000400,-0.00000400,0,0.00140,,,0,0.068,,,0
847,KOI-55,c,2,0.34288700,0.00001300,-0.00001300,0,0.00210,,,0,0.077,,,0
848,KOI-94,b,4,3.74320800,0.00001500,-0.00001500,0,0.03300,0.01400,-0.01400,0,0.153,0.014,-0.014,0
849,KOI-94,c,4,10.42364800,0.00001600,-0.00001600,0,0.04900,0.01800,-0.04900,0,0.385,0.037,-0.037,0
850,KOI-94,d,4,22.34298900,0.00000670,-0.00000670,0,0.33400,0.03500,-0.03500,0,1.005,0.095,-0.095,0
851,KOI-94,e,4,54.32031000,0.00012000,-0.00012000,0,0.11000,0.05700,-0.08800,0,0.585,0.055,-0.055,0
852,Kapteyn,c,1,121.54000000,0.25000000,-0.25000000,0,0.02200,0.00400,-0.00300,0,,,,
853,Kepler-10,b,2,0.83749100,0.00000200,-0.00000200,0,0.01450,0.00400,-0.00460,0,0.132,0.004,-0.003,0
854,Kepler-10,c,2,45.29430100,0.00004800,-0.00004800,0,0.05400,0.00600,-0.00600,0,0.210,0.008,-0.004,0
855,Kepler-100,b,3,6.88705000,,,0,0.02300,0.01000,-0.01000,0,0.118,0.004,-0.004,0
856,Kepler-100,c,3,12.81590000,,,0,,,,,0.196,0.004,-0.004,0
857,Kepler-100,d,3,35.33310000,,,0,,,,,0.144,0.004,-0.004,0
858,Kepler-1000,b,1,120.01812720,0.00036280,-0.00036280,0,,,,,0.425,0.030,-0.028,0
859,Kepler-1001,b,1,14.30511983,0.00004340,-0.00004340,0,,,,,0.281,0.030,-0.043,0
860,Kepler-1002,b,1,4.33642933,0.00000695,-0.00000695,0,,,,,0.153,0.005,-0.004,0
861,Kepler-1003,b,1,3.55485691,0.00000671,-0.00000671,0,,,,,0.159,0.043,-0.020,0
862,Kepler-1004,b,1,5.28789787,0.00001198,-0.00001198,0,,,,,0.560,0.070,-0.039,0
863,Kepler-1005,b,1,6.49801525,0.00001320,-0.00001320,0,,,,,0.134,0.019,-0.013,0
864,Kepler-1006,b,1,19.76172042,0.00006670,-0.00006670,0,,,,,0.137,0.024,-0.012,0
865,Kepler-1007,b,1,5.18500207,0.00000932,-0.00000932,0,,,,,0.128,0.006,-0.006,0
866,Kepler-1008,b,1,12.43931193,0.00002837,-0.00002837,0,,,,,0.114,0.006,-0.004,0
867,Kepler-1009,b,1,11.35011917,0.00002250,-0.00002250,0,,,,,0.194,0.024,-0.021,0
868,Kepler-101,b,2,3.48768120,0.00000700,-0.00000700,0,0.16000,0.02000,-0.01000,0,0.510,0.080,-0.070,0
869,Kepler-101,c,2,6.02976000,0.00007500,-0.00007500,0,0.01000,,,1,0.112,0.017,-0.015,0
870,Kepler-1010,b,1,34.26857050,0.00011810,-0.00011810,0,,,,,0.207,0.039,-0.016,0
871,Kepler-1011,b,1,5.75322197,0.00000942,-0.00000942,0,,,,,0.256,0.026,-0.039,0
872,Kepler-1012,b,1,5.50860439,0.00001151,-0.00001151,0,,,,,0.115,0.007,-0.005,0
873,Kepler-1013,b,1,18.93054959,0.00004672,-0.00004672,0,,,,,0.192,0.032,-0.018,0
874,Kepler-1014,b,1,16.57110363,0.00003817,-0.00003817,0,,,,,0.213,0.019,-0.022,0
875,Kepler-1015,b,1,16.00494214,0.00004175,-0.00004175,0,,,,,0.317,0.118,-0.059,0
876,Kepler-1016,b,2,1.95452434,0.00000331,-0.00000331,0,,,,,0.194,0.033,-0.025,0
877,Kepler-1016,c,2,105.65513690,0.00054520,-0.00054520,0,,,,,0.328,0.058,-0.033,0
878,Kepler-1017,b,1,7.23400469,0.00001433,-0.00001433,0,,,,,0.178,0.026,-0.011,0
879,Kepler-1018,b,1,49.10135140,0.00018760,-0.00018760,0,,,,,0.230,0.027,-0.017,0
880,Kepler-1019,b,1,1.41122985,0.00000075,-0.00000075,0,,,,,0.130,0.004,-0.014,0
881,Kepler-102,b,5,5.28696000,,,0,,,,,0.042,0.002,-0.002,0
882,Kepler-102,c,5,7.07142000,,,0,,,,,0.052,0.002,-0.002,0
883,Kepler-102,d,5,10.31170000,,,0,0.01200,0.00600,-0.00600,0,0.105,0.004,-0.004,0
884,Kepler-102,e,5,16.14570000,,,0,0.02800,0.00600,-0.00600,0,0.198,0.006,-0.006,0
885,Kepler-102,f,5,27.45360000,,,0,,,,,0.079,0.003,-0.003,0
886,Kepler-1020,b,1,96.91514960,0.00036320,-0.00036320,0,,,,,0.203,0.007,-0.008,0
887,Kepler-1021,b,1,13.47469571,0.00003210,-0.00003210,0,,,,,0.208,0.022,-0.016,0
888,Kepler-1022,b,1,10.99469878,0.00001880,-0.00001880,0,,,,,0.211,0.007,-0.025,0
889,Kepler-1023,b,1,62.13877140,0.00021990,-0.00021990,0,,,,,0.235,0.027,-0.016,0
890,Kepler-1024,b,1,66.41621330,0.00035380,-0.00035380,0,,,,,0.349,0.024,-0.023,0
891,Kepler-1025,b,1,37.32294930,0.00013630,-0.00013630,0,,,,,0.177,0.037,-0.020,0
892,Kepler-1026,b,1,36.51560530,0.00010370,-0.00010370,0,,,,,0.197,0.029,-0.013,0
893,Kepler-1027,b,1,1.90780520,0.00000246,-0.00000246,0,,,,,0.079,0.004,-0.002,0
894,Kepler-1028,b,1,2.51462432,0.00000495,-0.00000495,0,,,,,0.119,0.013,-0.010,0
895,Kepler-1029,b,1,4.41769648,0.00000890,-0.00000890,0,,,,,0.112,0.007,-0.006,0
896,Kepler-103,b,2,15.96540000,,,0,0.03100,0.02700,-0.02700,0,0.301,0.008,-0.008,0
897,Kepler-103,c,2,179.61200000,,,0,0.11400,0.07900,-0.07900,0,0.459,0.012,-0.012,0
898,Kepler-1030,b,1,19.32952416,0.00007474,-0.00007474,0,,,,,0.221,0.011,-0.016,0
899,Kepler-1031,b,1,1.22621732,0.00000451,-0.00000451,0,,,,,0.078,0.019,-0.010,0
900,Kepler-1032,b,1,3.29011795,0.00000505,-0.00000505,0,,,,,0.167,0.009,-0.007,0
901,Kepler-1033,b,1,7.56052806,0.00002405,-0.00002405,0,,,,,0.224,0.037,-0.016,0
902,Kepler-1034,b,1,12.12400943,0.00003320,-0.00003320,0,,,,,0.202,0.015,-0.012,0
903,Kepler-1035,b,1,2.71407755,0.00000371,-0.00000371,0,,,,,0.104,0.025,-0.010,0
904,Kepler-1036,b,1,122.88080580,0.00070900,-0.00070900,0,,,,,0.269,0.012,-0.047,0
905,Kepler-1037,b,1,1.06378867,0.00000126,-0.00000126,0,,,,,0.114,0.008,-0.006,0
906,Kepler-1038,b,1,148.46033820,0.00068940,-0.00068940,0,,,,,0.315,0.046,-0.035,0
907,Kepler-1039,b,1,0.93488424,0.00000087,-0.00000087,0,,,,,0.130,0.008,-0.020,0
908,Kepler-104,b,3,11.42754800,0.00001500,-0.00001500,0,,,,,0.277,0.047,-0.047,0
909,Kepler-104,c,3,23.66820500,0.00005600,-0.00005600,0,,,,,0.279,0.049,-0.049,0
910,Kepler-104,d,3,51.75539400,0.00016000,-0.00016000,0,,,,,0.319,0.054,-0.054,0
911,Kepler-1040,b,1,201.12140000,0.00194500,-0.00194500,0,,,,,0.186,0.016,-0.009,0
912,Kepler-1041,b,1,24.75764210,0.00011120,-0.00011120,0,,,,,0.262,0.055,-0.047,0
913,Kepler-1042,b,1,10.13202575,0.00003028,-0.00003028,0,,,,,0.195,0.010,-0.014,0
914,Kepler-1043,b,1,38.50533980,0.00017850,-0.00017850,0,,,,,0.227,0.035,-0.021,0
915,Kepler-1044,b,1,6.77408868,0.00001867,-0.00001867,0,,,,,0.238,0.055,-0.026,0
916,Kepler-1045,b,1,26.41045478,0.00007194,-0.00007194,0,,,,,0.240,0.019,-0.014,0
917,Kepler-1046,b,1,14.37508035,0.00004094,-0.00004094,0,,,,,0.153,0.011,-0.010,0
918,Kepler-1047,b,2,56.18868870,0.00027560,-0.00027560,0,,,,,0.186,0.023,-0.015,0
919,Kepler-1047,c,2,3.18897601,0.00002038,-0.00002038,0,,,,,0.088,0.012,-0.008,0
920,Kepler-1048,b,1,6.92101021,0.00002415,-0.00002415,0,,,,,0.144,0.008,-0.007,0
921,Kepler-1049,b,1,3.27346074,0.00000531,-0.00000531,0,,,,,0.085,0.009,-0.014,0
922,Kepler-105,b,2,5.41220000,0.00002000,-0.00002000,0,,,,,0.429,0.136,-0.136,0
923,Kepler-105,c,2,7.12620000,0.00020000,-0.00020000,0,0.01447,0.00289,-0.00267,0,0.117,0.006,-0.006,0
924,Kepler-1050,b,2,15.37875460,0.00006915,-0.00006915,0,,,,,0.143,0.043,-0.016,0
925,Kepler-1050,c,2,21.12845690,0.00011200,-0.00011200,0,,,,,0.132,0.031,-0.014,0
926,Kepler-1051,b,1,25.96200249,0.00008634,-0.00008634,0,,,,,0.303,0.110,-0.060,0
927,Kepler-1052,b,1,34.85382760,0.00012600,-0.00012600,0,,,,,0.261,0.048,-0.028,0
928,Kepler-1053,b,1,2.41435165,0.00000254,-0.00000254,0,,,,,0.087,0.004,-0.004,0
929,Kepler-1054,b,1,4.30655689,0.00001426,-0.00001426,0,,,,,0.235,0.103,-0.047,0
930,Kepler-1055,b,1,2.29503623,0.00000347,-0.00000347,0,,,,,0.110,0.006,-0.005,0
931,Kepler-1056,b,1,27.49560600,0.00014570,-0.00014570,0,,,,,0.269,0.119,-0.054,0
932,Kepler-1057,b,1,14.08827448,0.00004045,-0.00004045,0,,,,,0.300,0.098,-0.046,0
933,Kepler-1058,b,1,110.96546000,0.00114600,-0.00114600,0,,,,,0.243,0.010,-0.029,0
934,Kepler-1059,b,1,3.76419105,0.00000954,-0.00000954,0,,,,,0.154,0.011,-0.013,0
935,Kepler-106,b,4,6.16486000,,,0,,,,,0.073,0.010,-0.010,0
936,Kepler-106,c,4,13.57080000,,,0,0.03300,0.01000,-0.01000,0,0.223,0.029,-0.029,0
937,Kepler-106,d,4,23.98020000,,,0,,,,,0.085,0.012,-0.012,0
938,Kepler-106,e,4,43.84450000,,,0,0.03500,0.01800,-0.01800,0,0.228,0.029,-0.029,0
939,Kepler-1060,b,1,46.87793670,0.00030500,-0.00030500,0,,,,,0.212,0.040,-0.026,0
940,Kepler-1061,b,1,2.75798267,0.00000388,-0.00000388,0,,,,,0.177,0.010,-0.033,0
941,Kepler-1062,b,1,9.30412078,0.00002394,-0.00002394,0,,,,,0.157,0.008,-0.009,0
942,Kepler-1063,b,1,14.07971466,0.00002871,-0.00002871,0,,,,,0.133,0.036,-0.017,0
943,Kepler-1064,b,1,16.54080322,0.00004111,-0.00004111,0,,,,,0.138,0.006,-0.004,0
944,Kepler-1065,b,2,3.60930891,0.00000510,-0.00000510,0,,,,,0.333,0.057,-0.032,0
945,Kepler-1065,c,2,2.37030743,0.00001691,-0.00001691,0,,,,,0.143,0.021,-0.015,0
946,Kepler-1066,b,1,1.93155984,0.00000157,-0.00000157,0,,,,,0.211,0.045,-0.029,0
947,Kepler-1067,b,1,0.76212926,0.00000273,-0.00000273,0,,,,,0.071,0.011,-0.005,0
948,Kepler-1068,b,1,16.92344113,0.00005446,-0.00005446,0,,,,,0.324,0.079,-0.033,0
949,Kepler-1069,b,1,23.89902960,0.00014970,-0.00014970,0,,,,,0.143,0.028,-0.012,0
950,Kepler-107,b,4,3.17999700,0.00001100,-0.00001100,0,,,,,0.139,0.005,-0.005,0
951,Kepler-107,c,4,4.90142500,0.00001600,-0.00001600,0,,,,,0.161,0.016,-0.016,0
952,Kepler-107,d,4,7.95820300,0.00010400,-0.00010400,0,,,,,0.095,0.005,-0.005,0
953,Kepler-107,e,4,14.74904900,0.00003400,-0.00003400,0,,,,,0.308,0.022,-0.022,0
954,Kepler-1070,b,1,6.22161470,0.00001944,-0.00001944,0,,,,,0.154,0.072,-0.022,0
955,Kepler-1071,b,1,6.17998440,0.00001367,-0.00001367,0,,,,,0.212,0.006,-0.012,0
956,Kepler-1072,b,1,1.56906650,0.00000290,-0.00000290,0,,,,,0.141,0.064,-0.021,0
957,Kepler-1073,b,2,8.67888593,0.00002409,-0.00002409,0,,,,,0.205,0.044,-0.022,0
958,Kepler-1073,c,2,4.02582254,0.00001484,-0.00001484,0,,,,,0.146,0.030,-0.016,0
959,Kepler-1074,b,1,5.94566534,0.00001443,-0.00001443,0,,,,,0.112,0.021,-0.008,0
960,Kepler-1075,b,1,1.52372816,0.00000270,-0.00000270,0,,,,,0.127,0.014,-0.029,0
961,Kepler-1076,b,1,6.14727918,0.00002112,-0.00002112,0,,,,,0.071,0.004,-0.003,0
962,Kepler-1077,b,1,34.35118740,0.00015030,-0.00015030,0,,,,,0.247,0.062,-0.029,0
963,Kepler-1078,b,1,3.00725242,0.00001242,-0.00001242,0,,,,,0.170,0.027,-0.029,0
964,Kepler-1079,b,1,13.24503188,0.00004886,-0.00004886,0,,,,,0.145,0.029,-0.025,0
965,Kepler-108,b,2,49.18392100,0.00005400,-0.00005400,0,,,,,0.772,0.043,-0.043,0
966,Kepler-108,c,2,190.32349400,0.00098800,-0.00098800,0,,,,,0.730,0.045,-0.045,0
967,Kepler-1080,b,1,77.25483960,0.00031980,-0.00031980,0,,,,,0.293,0.101,-0.045,0
968,Kepler-1081,b,1,3.85691855,0.00000966,-0.00000966,0,,,,,0.090,0.009,-0.006,0
969,Kepler-1082,b,1,1.54320660,0.00000454,-0.00000454,0,,,,,0.100,0.016,-0.012,0
970,Kepler-1083,b,1,33.41779930,0.00018540,-0.00018540,0,,,,,0.300,0.014,-0.056,0
971,Kepler-1084,b,1,2.05333679,0.00000413,-0.00000413,0,,,,,0.099,0.021,-0.013,0
972,Kepler-1085,b,1,219.32175280,0.00089460,-0.00089460,0,,,,,0.644,0.158,-0.066,0
973,Kepler-1086,b,2,18.78425728,0.00005283,-0.00005283,0,,,,,0.218,0.031,-0.025,0
974,Kepler-1086,c,2,161.51633450,0.00086290,-0.00086290,0,,,,,0.262,0.010,-0.012,0
975,Kepler-1087,b,1,0.69384285,0.00000159,-0.00000159,0,,,,,0.054,0.015,-0.004,0
976,Kepler-1088,b,1,23.12748644,0.00008919,-0.00008919,0,,,,,0.127,0.010,-0.009,0
977,Kepler-1089,b,1,5.13248562,0.00000948,-0.00000948,0,,,,,0.163,0.009,-0.030,0
978,Kepler-109,b,2,6.48163000,,,0,,,,,0.211,0.006,-0.006,0
979,Kepler-109,c,2,21.22270000,,,0,,,,,0.225,0.006,-0.006,0
980,Kepler-1090,b,1,198.68017900,0.00217600,-0.00217600,0,,,,,0.201,0.019,-0.015,0
981,Kepler-1091,b,1,1.43474156,0.00000327,-0.00000327,0,,,,,0.130,0.032,-0.017,0
982,Kepler-1092,b,1,58.60179250,0.00060060,-0.00060060,0,,,,,0.185,0.033,-0.021,0
983,Kepler-1093,b,2,25.08246260,0.00012110,-0.00012110,0,,,,,0.174,0.055,-0.022,0
984,Kepler-1093,c,2,89.72229200,0.00108000,-0.00108000,0,,,,,0.175,0.064,-0.024,0
985,Kepler-1094,b,1,78.10002310,0.00063880,-0.00063880,0,,,,,0.284,0.107,-0.041,0
986,Kepler-1095,b,1,4.27103091,0.00001480,-0.00001480,0,,,,,0.108,0.018,-0.011,0
987,Kepler-1096,b,1,2.89221751,0.00000600,-0.00000600,0,,,,,0.111,0.033,-0.007,0
988,Kepler-1097,b,1,187.74702900,0.00189400,-0.00189400,0,,,,,0.291,0.023,-0.023,0
989,Kepler-1098,b,1,2.54307286,0.00000959,-0.00000959,0,,,,,0.116,0.021,-0.012,0
990,Kepler-1099,b,1,2.16845259,0.00000280,-0.00000280,0,,,,,0.252,0.038,-0.045,0
991,Kepler-11,b,6,10.30390000,0.00060000,-0.00100000,0,0.00600,0.00400,-0.00300,0,0.161,0.003,-0.004,0
992,Kepler-11,c,6,13.02410000,0.00130000,-0.00080000,0,0.00900,0.00900,-0.00500,0,0.256,0.004,-0.005,0
993,Kepler-11,d,6,22.68450000,0.00090000,-0.00090000,0,0.02300,0.00300,-0.00500,0,0.278,0.005,-0.006,0
994,Kepler-11,e,6,31.99960000,0.00080000,-0.00120000,0,0.02500,0.00500,-0.00700,0,0.374,0.006,-0.008,0
995,Kepler-11,f,6,46.68880000,0.00270000,-0.00320000,0,0.00600,0.00300,-0.00300,0,0.222,0.004,-0.006,0
996,Kepler-11,g,6,118.38070000,0.00100000,-0.00060000,0,0.07900,,,1,0.297,0.005,-0.007,0
997,Kepler-110,b,2,12.69111200,0.00003600,-0.00003600,0,,,,,0.163,0.032,-0.032,0
998,Kepler-110,c,2,31.71977500,0.00010400,-0.00010400,0,,,,,0.197,0.039,-0.039,0
999,Kepler-1100,b,1,6.42200058,0.00002182,-0.00002182,0,,,,,0.156,0.073,-0.026,0
1000,Kepler-1101,b,1,81.31510590,0.00056930,-0.00056930,0,,,,,0.220,0.033,-0.019,0
1001,Kepler-1102,b,1,51.32856230,0.00033260,-0.00033260,0,,,,,0.237,0.047,-0.021,0
1002,Kepler-1103,b,1,19.79191978,0.00009543,-0.00009543,0,,,,,0.203,0.054,-0.024,0
1003,Kepler-1104,b,1,5.03728015,0.00001378,-0.00001378,0,,,,,0.110,0.012,-0.009,0
1004,Kepler-1105,b,1,4.42157218,0.00000977,-0.00000977,0,,,,,0.179,0.005,-0.022,0
1005,Kepler-1106,b,1,1.25275217,0.00000215,-0.00000215,0,,,,,0.147,0.044,-0.021,0
1006,Kepler-1107,b,1,0.57103852,0.00000042,-0.00000042,0,,,,,0.120,0.009,-0.007,0
1007,Kepler-1108,b,1,4.51005748,0.00001330,-0.00001330,0,,,,,0.130,0.012,-0.010,0
1008,Kepler-1109,b,1,37.64673840,0.00021200,-0.00021200,0,,,,,0.195,0.039,-0.021,0
1009,Kepler-111,b,2,3.34181500,0.00000600,-0.00000600,0,,,,,0.141,0.018,-0.018,0
1010,Kepler-111,c,2,224.78460800,0.00041100,-0.00041100,0,,,,,0.651,0.081,-0.081,0
1011,Kepler-1110,b,1,9.69312032,0.00003024,-0.00003024,0,,,,,0.237,0.034,-0.023,0
1012,Kepler-1111,b,1,8.79617863,0.00002970,-0.00002970,0,,,,,0.178,0.048,-0.023,0
1013,Kepler-1112,b,1,14.36267939,0.00005701,-0.00005701,0,,,,,0.269,0.114,-0.046,0
1014,Kepler-1113,b,1,42.30049540,0.00020920,-0.00020920,0,,,,,0.251,0.101,-0.032,0
1015,Kepler-1114,b,1,14.97435694,0.00005221,-0.00005221,0,,,,,0.120,0.007,-0.006,0
1016,Kepler-1115,b,1,23.55407250,0.00013560,-0.00013560,0,,,,,0.152,0.026,-0.018,0
1017,Kepler-1116,b,1,41.69778270,0.00020040,-0.00020040,0,,,,,0.227,0.048,-0.020,0
1018,Kepler-1117,b,1,4.79028459,0.00001860,-0.00001860,0,,,,,0.099,0.015,-0.007,0
1019,Kepler-1118,b,1,38.67150750,0.00022980,-0.00022980,0,,,,,0.244,0.054,-0.038,0
1020,Kepler-1119,b,1,8.32651530,0.00004777,-0.00004777,0,,,,,0.171,0.056,-0.027,0
1021,Kepler-112,b,2,8.40887800,0.00001000,-0.00001000,0,,,,,0.211,0.051,-0.051,0
1022,Kepler-112,c,2,28.57426300,0.00006000,-0.00006000,0,,,,,0.214,0.052,-0.052,0
1023,Kepler-1120,b,1,2.94902905,0.00000747,-0.00000747,0,,,,,0.123,0.008,-0.006,0
